OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
2630322	254162277	ECB_02192	2325861	2327156	-	431	COG1169HQ	menaquinone-specific isochorismate synthase
2630323	254162280	ECB_02195	2328121	2329038	+	305	COG1234R	ribonuclease Z
2630324	254162281	ECB_02196	2329226	2330437	+	403	COG5160O	deubiquitinase
2630325	254162282	ECB_02198	2331557	2332060	+	167	-	hypothetical protein
2630326	254162285	ECB_02201	2333572	2334849	-	425	COG1007C	NADH dehydrogenase subunit N
2630327	254162286	ECB_02202	2335036	2336565	-	509	COG1008C	NADH dehydrogenase subunit M
2630328	254162298	ECB_02214	2349294	2350232	-	312	COG0583K	DNA-binding transcriptional repressor protein
2630329	254162301	ECB_02217	2353111	2354943	-	610	COG0471P	putative transporter
2630330	254162304	ECB_02220	2356268	2356723	-	151	COG3092S	hypothetical protein
2630331	254162307	ECB_02223	2360673	2362193	+	506	COG1288S	hypothetical protein
2630332	254162310	ECB_02226	2363433	2364077	-	214	COG0625O	hypothetical protein
2630333	254162314	ECB_02230	2366241	2367131	-	296	COG5464S	hypothetical protein
2630334	254162319	ECB_02235	2370601	2371383	-	260	COG0834ET	lysine/arginine/ornithine transporter subunit
2630335	254162330	ECB_02246	2381542	2382537	+	331	-	flagella biosynthesis regulator
2630336	254162331	ECB_02247	2382534	2383712	-	392	COG2814G	hypothetical protein
2630337	254162332	ECB_02248	2383977	2385197	-	406	COG0304IQ	3-oxoacyl-(acyl carrier protein) synthase I
2630338	254162333	ECB_02249	2385356	2387362	+	668	COG4121S	5-methylaminomethyl-2-thiouridine methyltransferase
2630339	254162340	ECB_02256	2392198	2392749	+	183	COG2840S	hypothetical protein
2630340	254162347	ECB_02263	2398748	2399311	-	187	COG3539NU	putative fimbrial-like adhesin protein
2630341	254162348	ECB_02264	2399991	2400476	-	161	COG2062T	phosphohistidine phosphatase
2630342	254162351	ECB_02267	2404314	2404598	-	94	COG3691S	hypothetical protein
2630343	254162352	ECB_02268	2404964	2406310	+	448	COG2067I	long-chain fatty acid outer membrane transporter
2630344	254162355	ECB_02272	2408694	2409449	-	251	COG2853M	putative lipoprotein
2630345	254162356	ECB_02273	2409743	2410675	+	310	COG2116P	putative inner membrane protein
2630346	254162357	ECB_02274	2410921	2411856	-	311	COG0583K	DNA-binding transcriptional regulator DsdC
2630347	254162364	ECB_02281	2422250	2423395	-	381	COG1804C	hypothetical protein
2630348	254162368	ECB_02285	2427994	2428626	-	210	-	hypothetical protein
2630349	254162369	ECB_02286	2428922	2429197	+	91	-	putative lipoprotein involved in colanic acid biosynthesis
2630350	254162370	ECB_02287	2429274	2429516	-	80	-	putative inner membrane protein
2630351	254162371	ECB_02288	2429869	2430789	+	306	COG1560M	lipid A biosynthesis palmitoleoyl acyltransferase
2630352	254162372	ECB_02289	2431281	2432519	-	412	COG0436E	aminotransferase
2630353	254162381	ECB_02298	2442686	2443651	-	321	COG0837G	glucokinase
2630354	254162382	ECB_02299	2443855	2445111	+	418	COG0038P	hypothetical protein
2630355	254162383	ECB_02300	2445226	2445552	+	108	-	hypothetical protein
2630356	254162384	ECB_02301	2445693	2446931	-	412	COG1914P	manganese transport protein MntH
2630357	254162385	ECB_02302	2447267	2448469	+	400	COG1972F	nucleoside (except guanosine) transporter
2630358	254162386	ECB_02303	2448519	2450708	-	729	COG2200T	putative diguanylate cyclase
2630359	254162389	ECB_02306	2452133	2453548	-	471	COG0008J	glutamyl-tRNA synthetase
2630360	254162390	ECB_02307	2454324	2454665	+	113	-	hypothetical protein
2630361	254162391	ECB_02308	2454656	2455582	-	308	COG0583K	putative DNA-binding transcriptional regulator
2630362	254162392	ECB_02309	2455672	2456670	+	332	COG0385R	putative inner membrane protein
2630363	254162395	ECB_02312	2458973	2459959	-	328	COG3115D	cell division protein ZipA
2630364	254162396	ECB_02313	2460189	2460950	+	253	COG2981E	putative sulfate transport protein CysZ
2630365	254162397	ECB_02314	2461135	2462106	+	323	COG0031E	cysteine synthase A
2630366	254162401	ECB_02318	2465112	2465963	-	283	COG2240H	pyridoxal kinase
2630367	254162404	ECB_02321	2467414	2468325	-	303	COG0031E	cysteine synthase B
2630368	254162409	ECB_02326	2472574	2473365	-	263	COG1028IQR	short chain dehydrogenase
2630369	254162410	ECB_02327	2473494	2474351	-	285	COG1737K	putative DNA-binding transcriptional regulator
2630370	254162437	ECB_02354	2496926	2499205	-	759	COG0281C	malic enzyme
2630371	254162440	ECB_02357	2502562	2503605	-	347	-	hypothetical protein
2630372	254162443	ECB_02360	2506559	2508259	+	566	COG3850T	nitrate/nitrite sensor protein NarQ
2630373	254162444	ECB_02361	2508423	2511536	+	1037	COG0841V	aminoglycoside/multidrug efflux system
2630374	254162451	ECB_02368	2517733	2518446	-	237	COG0152F	phosphoribosylaminoimidazole-succinocarboxamide synthase
2630375	254162467	ECB_02385	2535640	2536701	-	353	COG0628R	putative inner membrane protein
2630376	254162472	ECB_02390	2541066	2541692	-	208	COG0035F	uracil phosphoribosyltransferase
2630377	254162477	ECB_02395	2547514	2549757	-	747	COG2200T	putative inner membrane protein
2630378	254162478	ECB_02396	2550109	2550300	+	63	-	hypothetical protein
2630379	254162483	ECB_02401	2555051	2556421	+	456	COG1570L	exodeoxyribonuclease VII large subunit
2630380	254162491	ECB_02409	2563948	2565102	-	384	COG0820R	ribosomal RNA large subunit methyltransferase N
2630381	254162492	ECB_02410	2565252	2565683	-	143	COG0105F	nucleoside diphosphate kinase
2630382	254162495	ECB_02413	2573313	2574158	+	281	COG2897P	3-mercaptopyruvate sulfurtransferase
2630383	254162496	ECB_02414	2574976	2575752	-	258	-	enhanced serine sensitivity protein SseB
2630384	254162505	ECB_02423	2582342	2582830	-	162	COG1959K	DNA-binding transcriptional regulator IscR
2630385	254162506	ECB_02424	2583282	2584022	-	246	COG0565J	putative methyltransferase
2630386	254162507	ECB_02425	2584141	2584944	+	267	COG0483G	inositol monophosphatase
2630387	254162508	ECB_02426	2585062	2585943	+	293	COG1073R	putative peptidase
2630388	254162509	ECB_02427	2586134	2587414	+	426	COG3711K	stationary phase inducible protein CsiE
2630389	254162510	ECB_02428	2587406	2588545	-	379	COG2814G	putative 3-phenylpropionic acid transporter
2630390	254162511	ECB_02429	2588705	2589595	-	296	COG0583K	DNA-binding transcriptional regulator HcaR
2630391	254162523	ECB_02441	2600163	2603444	-	1093	-	hypothetical protein
2630392	254162524	ECB_02442	2603562	2604755	+	397	COG1940KG	putative DNA-binding transcriptional regulator
2630393	254162525	ECB_02443	2604953	2606206	-	417	COG0112E	serine hydroxymethyltransferase
2630394	254162526	ECB_02444	2606534	2607724	+	396	COG1018C	nitric oxide dioxygenase
2630395	254162530	ECB_02448	2610370	2611797	-	475	COG0642T	putative sensory kinase in two-component system
2630396	254162531	ECB_02449	2612373	2616260	-	1295	COG0046F	phosphoribosylformylglycinamidine synthase
2630397	254162549	ECB_02468	2631913	2633535	+	540	COG0029H	L-aspartate oxidase
2630398	254162550	ECB_02469	2633520	2634257	-	245	COG4123R	putative S-adenosyl-L-methionine-dependent methyltransferase
2630399	254162551	ECB_02470	2634389	2635723	+	444	COG0513LKJ	ATP-dependent RNA helicase SrmB
2630400	254162552	ECB_02471	2635932	2636813	-	293	COG0583K	putative DNA-binding transcriptional regulator
2630401	254162553	ECB_02472	2636916	2637503	+	195	COG1280E	neutral amino-acid efflux protein
2630402	254162554	ECB_02473	2637559	2637942	-	127	COG3445R	autonomous glycyl radical cofactor GrcA
2630403	254162555	ECB_02474	2638247	2638936	+	229	COG0692L	uracil-DNA glycosylase
2630404	254162556	ECB_02475	2638984	2640021	-	345	COG0566J	putative methyltransferase
2630405	254162557	ECB_02476	2640228	2640647	+	139	COG3118O	thioredoxin 2
2630406	254162560	ECB_02479	2644220	2645575	+	451	COG1502I	phosphatidylserine synthase
2630407	254162561	ECB_02480	2645672	2645944	+	90	COG5544R	hypothetical protein
2630408	254162562	ECB_02481	2645941	2647239	-	432	COG2814G	alpha-ketoglutarate transporter
2630409	254162563	ECB_02482	2653008	2655581	-	857	COG0542O	protein disaggregation chaperone
2630410	254162566	ECB_02485	2657554	2658291	+	245	COG4105R	outer membrane protein assembly complex subunit YfiO
2630411	254162572	ECB_02491	2662767	2663132	+	121	-	hypothetical protein
2630412	254162580	ECB_02499	2667729	2669090	-	453	COG0541U	signal recognition particle protein
2630413	254162581	ECB_02500	2669182	2670048	+	288	COG4137R	putative inner membrane protein
2630414	254162582	ECB_02501	2670159	2671355	+	398	COG4536P	hypothetical protein
2630415	254162583	ECB_02502	2671410	2672003	-	197	COG0576O	heat shock protein GrpE
2630416	254162584	ECB_02503	2672126	2673004	+	292	COG0061G	inorganic polyphosphate/ATP-NAD kinase
2630417	254162585	ECB_02504	2673090	2674751	+	553	COG0497L	recombination and repair protein
2630418	254162586	ECB_02505	2675089	2675241	+	50	COG2913J	small membrane lipoprotein
2630419	254162589	ECB_02508	2676191	2676673	+	160	COG0691O	SsrA-binding protein
2630420	254162590	ECB_02509	2677417	2678646	+	409	COG0582L	Fels-2 prophage protein
2630421	254162606	ECB_02525	2692844	2693248	-	134	COG2916R	DNA binding protein
2630422	254162607	ECB_02526	2693916	2694365	+	149	-	putative inner membrane protein
2630423	254162608	ECB_02527	2694402	2694746	-	114	-	hypothetical protein
2630424	254162609	ECB_02528	2694886	2695227	+	113	COG4575S	hypothetical protein
2630425	254162617	ECB_02536	2703168	2704352	+	394	COG2814G	putative transporter
2630426	254162620	ECB_02539	2705629	2706159	+	176	COG1846K	transcriptional repressor MprA
2630427	254162623	ECB_02542	2709077	2709592	-	171	COG1854T	S-ribosylhomocysteinase
2630428	254162627	ECB_02546	2713820	2714005	-	61	COG1551T	carbon storage regulator
2630429	254162628	ECB_02547	2714240	2716870	-	876	COG0013J	alanyl-tRNA synthetase
2630430	254162629	ECB_02548	2716998	2717498	-	166	COG2137R	recombination regulator RecX
2630431	254162632	ECB_02551	2719350	2720435	-	361	COG2951M	murein hydrolase B
2630432	254162640	ECB_02559	2725635	2727149	-	504	COG3604KT	anaerobic nitric oxide reductase transcription regulator
2630433	254162643	ECB_02562	2730033	2732285	-	750	COG0068O	carbamoyl phosphate phosphatase and maturation protein
2630434	254162644	ECB_02563	2732438	2732965	-	175	COG1142C	electron transport protein HydN
2630435	254162645	ECB_02564	2733114	2734127	-	337	COG1609K	DNA-binding transcriptional repressor
2630436	254162656	ECB_02575	2744834	2745295	-	153	-	formate hydrogenlyase regulatory protein HycA
2630437	254162663	ECB_02582	2751313	2751666	-	117	-	hypothetical protein
2630438	254162664	ECB_02583	2751953	2754514	+	853	COG0249L	DNA mismatch repair protein MutS
2630439	254162665	ECB_02584	2754620	2755276	+	218	-	serine/threonine-specific protein phosphatase 2
2630440	254162666	ECB_02585	2755327	2756124	-	265	COG1349KG	putative DNA-binding transcriptional regulator
2630441	254162684	ECB_02603	2771442	2772479	+	345	COG2234R	alkaline phosphatase isozyme conversion aminopeptidase
2630442	254162685	ECB_02604	2772911	2774023	+	370	COG3385L	putative transposase insL for insertion sequence IS186
2630443	254162703	ECB_02622	2793675	2794346	-	223	COG0602O	hypothetical protein
2630444	254162704	ECB_02623	2794639	2795511	+	290	COG1512R	hypothetical protein
2630445	254162712	ECB_02631	2803985	2806741	+	918	COG4999	hybrid sensory histidine kinase BarA
2630446	254162719	ECB_02638	2813664	2814209	-	181	-	SecY interacting protein Syd
2630447	254162720	ECB_02639	2814277	2815125	+	282	COG2904S	7-cyano-7-deazaguanine reductase
2630448	254162721	ECB_02640	2815237	2816601	+	454	COG1611R	hypothetical protein
2630449	254162725	ECB_02644	2820794	2821945	-	383	COG1454C	L-1,2-propanediol oxidoreductase
2630450	254162728	ECB_02648	2823527	2824471	-	314	COG1609K	L-fuculose phosphate aldolase
2630451	254162740	ECB_02660	2837537	2837764	-	75	-	hypothetical protein
2630452	254162743	ECB_02663	2839655	2840461	-	268	COG1179H	hypothetical protein
2630453	254162744	ECB_02664	2840700	2841797	-	365	COG2821M	murein transglycosylase A
2630454	254162745	ECB_02665	2842376	2843629	-	417	COG0860M	N-acetylmuramoyl-L-alanine amidase
2630455	254162746	ECB_02666	2843861	2845192	+	443	COG0548E	N-acetylglutamate synthase
2630456	254162759	ECB_02679	2864282	2864971	+	229	COG3066L	DNA mismatch repair protein
2630457	254162760	ECB_02680	2865040	2865753	+	237	COG0861P	putative inner membrane protein
2630458	254162761	ECB_02681	2865891	2866109	+	72	-	hypothetical protein
2630459	254162762	ECB_02682	2866217	2867257	+	346	COG0667C	putative aldo-keto reductase
2630460	254162765	ECB_02685	2871220	2872251	+	343	COG1609K	DNA-binding transcriptional regulator GalR
2630461	254162766	ECB_02686	2872258	2873520	-	420	COG0019E	diaminopimelate decarboxylase
2630462	254162767	ECB_02687	2873642	2874577	+	311	COG0583K	DNA-binding transcriptional regulator LysR
2630463	254162768	ECB_02688	2874564	2875256	-	230	COG1794M	putative racemase
2630464	254162769	ECB_02689	2875385	2876803	-	472	COG2814G	arabinose transporter
2630465	254162772	ECB_02692	2879032	2880213	-	393	COG0183I	acetyl-CoA acetyltransferase
2630466	254162773	ECB_02693	2880469	2881698	+	409	COG0814E	putative transporter
2630467	254162777	ECB_02697	2883950	2884501	-	183	-	hypothetical protein
2630468	254162778	ECB_02698	2884891	2885646	-	251	COG0739M	Tetratricopeptide repeat transcriptional regulator
2630469	254162782	ECB_02702	2889763	2891541	-	592	COG3829KT	putative DNA-binding transcriptional regulator
2630470	254162790	ECB_02710	2900915	2901493	+	192	COG2068R	hypothetical protein
2630471	254162798	ECB_02718	2914278	2914610	-	110	COG1142C	putative oxidoreductase, 4Fe-4S ferredoxin-type subunit
2630472	254162799	ECB_02719	2914766	2916685	-	639	COG0493ER	putative oxidoreductase Fe-S binding subunit
2630473	254162800	ECB_02720	2917121	2918569	+	482	COG2233F	putative transporter
2630474	254162801	ECB_02721	2918819	2919367	+	182	COG1443I	isopentenyl-diphosphate delta-isomerase
2630475	254162807	ECB_02727	2925608	2926129	+	173	COG0716C	flavodoxin FldB
2630476	254162810	ECB_02730	2927066	2928046	+	326	COG0354R	putative global regulator
2630477	254162811	ECB_02731	2928242	2928901	-	219	COG1272R	putative oxidoreductase, inner membrane subunit
2630478	254162812	ECB_02732	2929065	2929376	-	103	COG3097S	hypothetical protein
2630479	254162813	ECB_02733	2929415	2930854	+	479	COG2723G	6-phospho-beta-glucosidase A
2630480	254162814	ECB_02734	2930911	2931654	-	247	COG1028IQR	hypothetical protein
2630481	254162822	ECB_02742	2941363	2941692	+	109	COG3027S	Z-ring-associated protein
2630482	254162823	ECB_02743	2941992	2942540	+	182	COG0212H	putative ligase
2630483	254162824	ECB_02744	2942929	2944161	-	410	COG0111HE	D-3-phosphoglycerate dehydrogenase
2630484	254162825	ECB_02745	2944417	2945076	-	219	COG0120G	ribose-5-phosphate isomerase A
2630485	254162826	ECB_02746	2945132	2945362	-	76	-	hypothetical protein
2630486	254162827	ECB_02747	2945504	2946397	+	297	COG0583K	chromosome replication initiation inhibitor protein
2630487	254162832	ECB_02752	2952028	2952924	-	298	COG0583K	putative DNA-binding transcriptional regulator
2630488	254162835	ECB_02755	2954698	2955558	-	286	COG0668M	mechanosensitive channel MscS
2630489	254162836	ECB_02756	2955916	2956995	-	359	COG0191G	fructose-bisphosphate aldolase
2630490	254162845	ECB_02765	2965395	2967386	-	663	COG0021G	transketolase
2630491	254162846	ECB_02766	2967664	2968422	+	252	COG0501O	putative peptidase
2630492	254162847	ECB_02767	2968628	2969548	-	306	COG0010E	agmatinase
2630493	254162850	ECB_02770	2971938	2972153	+	71	-	hypothetical protein
2630494	254162851	ECB_02771	2972150	2972401	-	83	-	putative inner membrane protein
2630495	254162852	ECB_02772	2972457	2973611	+	384	COG0192H	S-adenosylmethionine synthetase
2630496	254162855	ECB_02775	2976098	2976805	+	235	COG2356L	DNA-specific endonuclease I
2630497	254162860	ECB_02780	2979851	2980831	-	326	COG2805NU	putative transporter
2630498	254162866	ECB_02786	2984219	2985226	-	335	-	hypothetical protein
2630499	254162867	ECB_02787	2985343	2986389	-	348	COG0252EJ	L-asparaginase II
2630500	254162868	ECB_02788	2986565	2987284	-	239	-	hypothetical protein
2630501	254162874	ECB_02794	2991375	2992631	+	418	COG2211G	nucleoside transporter
2630502	254162875	ECB_02795	2992680	2994815	-	711	COG1982E	ornithine decarboxylase
2630503	254162876	ECB_02796	2995208	2995915	+	235	COG1811R	putative inner membrane protein
2630504	254162877	ECB_02797	2996369	2997253	+	294	-	integrase
2630505	254162878	ECB_02798	2997333	2998235	+	300	-	hypothetical protein
2630506	254162879	ECB_02800	2999564	3002410	+	948	COG3468MU	antigen 43 (Ag43) phase-variable biofilm formation autotransporter
2630507	254162880	ECB_02801	3002531	3005047	+	838	-	hypothetical protein
2630508	254162881	ECB_02802	3005124	3005579	+	151	-	hypothetical protein
2630509	254162882	ECB_02803	3005991	3006809	+	272	-	hypothetical protein
2630510	254162883	ECB_02804	3006918	3007829	-	303	-	hypothetical protein
2630511	254162890	ECB_02811	3010460	3011029	+	189	-	hypothetical protein
2630512	254162891	ECB_02812	3011267	3011560	-	97	-	hypothetical protein
2630513	254162899	ECB_02820	3020551	3021483	-	310	-	hypothetical protein
2630514	254162900	ECB_02821	3021545	3022684	-	379	-	hypothetical protein
2630515	254162901	ECB_02822	3023258	3023722	-	154	COG0300R	bifunctional Ribulose 5-phosphate reductase/CDP-ribitol pyrophosphorylase
2630516	254162904	ECB_02825	3024686	3025408	-	240	COG1211I	Pyrophosphorylase
2630517	254162905	ECB_02826	3025426	3026802	-	458	-	hypothetical protein
2630518	254162908	ECB_02829	3029522	3030058	-	178	COG3149U	putative general secretion pathway protein YghD
2630519	254162920	ECB_02842	3041450	3046003	-	1517	-	putative inner membrane lipoprotein
2630520	254162921	ECB_02843	3046489	3048171	-	560	COG1620C	glycolate transporter
2630521	254162927	ECB_02849	3055164	3055928	+	254	COG2186K	DNA-binding transcriptional regulator GlcC
2630522	254162928	ECB_02850	3055935	3057077	-	380	-	putative DNA-binding transcriptional regulator
